GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
23887,52882793,2475283,20.418,0.956,36.573362,-77.816917
23888,225824989,1327202,87.192,0.512,36.949958,-76.975042
23889,87232079,225492,33.68,0.087,36.902933,-77.747246
23890,508111669,2473449,196.183,0.955,37.009176,-77.118319
23891,5994505,0,2.314,0,37.050821,-77.212429
23893,67086606,80981,25.902,0.031,36.644073,-77.920776
23894,83786378,146962,32.35,0.057,37.122207,-77.820822
23897,153845341,699267,59.4,0.27,36.829008,-77.283615
23898,128538185,829527,49.629,0.32,36.838263,-76.86187
23899,6488766,3830182,2.505,1.479,37.234417,-76.974083
23901,518736267,6804567,200.285,2.627,37.320924,-78.420892
23909,99065,0,0.038,0,37.300584,-78.396639
23915,84797981,213608,32.741,0.082,36.69314,-78.287418
23917,280918692,69198978,108.463,26.718,36.625554,-78.344856
23919,84561267,9101981,32.649,3.514,36.593409,-78.131154
23920,315290961,121697,121.735,0.047,36.724517,-77.975253
23921,209303894,1205677,80.813,0.466,37.586321,-78.623535
23922,175775472,419391,67.867,0.162,37.185512,-78.216385
23923,229738607,449392,88.703,0.174,37.087148,-78.649692
23924,355897048,462724,137.413,0.179,36.806576,-78.42203
23927,195823234,52938946,75.608,20.44,36.587497,-78.564584
23930,277328263,1291011,107.077,0.498,37.171003,-78.099611
23934,93122435,462805,35.955,0.179,37.177152,-78.626705
23936,565768040,2587538,218.444,0.999,37.532518,-78.479244
23937,188663427,792432,72.843,0.306,36.945141,-78.512503
23938,51244923,135064,19.786,0.052,36.905314,-77.992026
23942,153026754,861740,59.084,0.333,37.134366,-78.289196
23943,690574,13987,0.267,0.005,37.245457,-78.454144
23944,362844394,522419,140.095,0.202,36.915939,-78.138611
23947,345308250,714864,133.324,0.276,37.031087,-78.444724
23950,158161724,205064,61.067,0.079,36.658762,-78.075874
23952,34232249,29553,13.217,0.011,36.928703,-78.298588
23954,164598189,244559,63.552,0.094,37.106333,-78.380108
23958,253330527,970426,97.811,0.375,37.264893,-78.659633
23959,151726012,45222,58.582,0.017,37.105192,-78.794749
23960,111381932,611925,43.005,0.236,37.320962,-78.552064
23962,122395747,1863429,47.257,0.719,37.004656,-78.739335
23963,56495513,20696,21.813,0.008,37.200954,-78.798556
23964,114174489,1961158,44.083,0.757,36.772427,-78.627089
23966,138254296,2708141,53.38,1.046,37.300262,-78.259116
23967,122818202,219696,47.42,0.085,36.913125,-78.636604
23968,81966747,151361,31.648,0.058,36.725263,-78.528509
23970,314008218,1003281,121.239,0.387,36.750501,-78.190761
23974,254644600,478976,98.319,0.185,36.970455,-78.255276
23976,19915590,36904,7.689,0.014,36.844428,-78.585307
24011,444737,909,0.172,0,37.27085,-79.94149
24012,52935737,123047,20.439,0.048,37.310426,-79.903054
24013,5854445,122341,2.26,0.047,37.266503,-79.923095
24014,74149899,580725,28.629,0.224,37.22286,-79.915191
24015,11670108,99087,4.506,0.038,37.25676,-79.98133
24016,8409201,113842,3.247,0.044,37.273437,-79.954687
24017,23213043,93905,8.963,0.036,37.297643,-79.990971
24018,117608770,208777,45.409,0.081,37.213055,-80.041739
24019,80112820,1046701,30.932,0.404,37.346523,-79.95358
24020,708523,0,0.274,0,37.358216,-79.944179
24053,142320946,113336,54.95,0.044,36.607227,-80.534076
24054,278575835,541114,107.559,0.209,36.668892,-79.705426
24055,225080076,2151364,86.904,0.831,36.756169,-79.997554
24058,6065190,414061,2.342,0.16,37.176663,-80.622252
24059,61294405,86075,23.666,0.033,37.163726,-80.130484
24060,343525684,2095168,132.636,0.809,37.255474,-80.422539
24064,85044972,34297,32.836,0.013,37.376305,-79.77038
24065,221012709,342144,85.333,0.132,37.11704,-79.997325
24066,416070004,3423121,160.646,1.322,37.537053,-79.681003
24067,145483160,162038,56.171,0.063,37.031804,-80.059897
24069,85856367,729357,33.149,0.282,36.576886,-79.642566
24070,149694895,238602,57.798,0.092,37.356114,-80.225834
24072,71943391,14910,27.777,0.006,37.04199,-80.242381
24073,229804564,638735,88.728,0.247,37.132347,-80.424783
24076,93110817,12157,35.95,0.005,36.605192,-80.421039
24077,2095550,21090,0.809,0.008,37.366211,-79.904022
24078,17930807,59377,6.923,0.023,36.72117,-79.899591
24079,100087994,79336,38.644,0.031,37.056632,-80.160939
24082,19372550,21262,7.48,0.008,36.620086,-80.116523
24083,20677054,517032,7.983,0.2,37.405171,-79.920188
24084,306084443,6276504,118.18,2.423,37.127959,-80.845882
24085,454909180,4862773,175.641,1.878,37.679371,-79.821548
24086,16495461,337636,6.369,0.13,37.27558,-80.632246
24087,119038663,583681,45.961,0.225,37.214011,-80.256774
24088,303566373,5716728,117.208,2.207,36.887904,-80.077927
24089,29158115,21879,11.258,0.008,36.708518,-79.971555
24090,245964335,825974,94.967,0.319,37.521699,-79.886553
24091,452721533,1476507,174.797,0.57,36.919948,-80.330525
24092,92066538,1508101,35.547,0.582,37.012031,-79.757851
24093,13390572,2106942,5.17,0.813,37.385177,-80.868752
24095,65352266,3958510,25.233,1.528,37.22321,-79.737268
24101,143665277,4342020,55.469,1.676,37.173555,-79.796387
24102,83092381,3592908,32.082,1.387,36.844404,-80.002271
24104,193697217,20058756,74.787,7.745,37.133611,-79.488635
24105,55572379,1924,21.457,0.001,36.911577,-80.603687
24112,392877908,2226622,151.691,0.86,36.72117,-79.846927
24120,185756161,683356,71.721,0.264,36.691636,-80.413917
24121,245800026,27327983,94.904,10.551,37.168916,-79.647411
24122,74442030,28580,28.742,0.011,37.426197,-79.69213
24124,187393787,2374460,72.353,0.917,37.31632,-80.857538
24127,623013366,2215552,240.547,0.855,37.473603,-80.231051
24128,186689994,714346,72.081,0.276,37.339994,-80.482544
24130,5889885,145800,2.274,0.056,37.609758,-80.002393
24131,111805019,300316,43.168,0.116,37.570649,-80.23287
24132,30363364,1079295,11.723,0.417,37.203776,-80.659247
24133,112105539,0,43.284,0,36.669705,-80.134421
24134,265803775,2923504,102.627,1.129,37.247923,-80.777561
24136,126359360,2114726,48.788,0.817,37.331794,-80.601598
24137,192299662,11445186,74.247,4.419,36.927552,-79.657504
24138,70079184,13325,27.058,0.005,37.042837,-80.306411
24139,63379848,4171463,24.471,1.611,37.013166,-79.481073
24141,165317564,8430206,63.829,3.255,37.096142,-80.568655
24142,257345,0,0.099,0,37.137882,-80.550906
24147,16793567,1131110,6.484,0.437,37.401494,-80.823621
24148,184596886,589071,71.273,0.227,36.579801,-79.877967
24149,137598534,1034064,53.127,0.399,37.018582,-80.433581
24150,144524080,509476,55.801,0.197,37.380708,-80.625557
24151,420911888,2798213,162.515,1.08,36.954022,-79.8652
24153,272084838,1989555,105.053,0.768,37.302506,-80.114325
24161,68494289,1590943,26.446,0.614,36.978085,-79.529113
24162,120937225,408072,46.694,0.158,37.129449,-80.249715
24165,112374175,0,43.388,0,36.584884,-80.051921
24167,13738814,67141,5.305,0.026,37.255259,-80.724536
24168,2567396,0,0.991,0,36.734753,-79.946456
24171,517194707,1270993,199.69,0.491,36.696637,-80.220827
24174,88498862,63796,34.17,0.025,37.351716,-79.673095
24175,186382856,589108,71.963,0.227,37.427996,-79.939687
24176,56942006,9057737,21.985,3.497,37.005545,-79.692495
24179,122425398,1049490,47.269,0.405,37.285565,-79.809835
24184,110918863,6015464,42.826,2.323,37.088543,-79.779243
24185,97665410,0,37.709,0,36.811592,-80.269238
24201,26833591,147759,10.361,0.057,36.610715,-82.17005
24202,330214575,898712,127.497,0.347,36.65631,-82.212219
24210,366159385,1420835,141.375,0.549,36.768935,-82.027531
24211,183082857,7515391,70.689,2.902,36.654088,-81.95507
24216,174656223,475689,67.435,0.184,36.948303,-82.799398
24217,52849306,126281,20.405,0.049,37.084846,-82.178538
24219,188614376,1131400,72.824,0.437,36.849443,-82.758491
24220,64479390,117066,24.896,0.045,37.137298,-82.240182
24221,131980526,33138,50.958,0.013,36.625323,-82.998722
24224,281240874,1650063,108.588,0.637,36.861431,-82.271754
24225,148954651,1339261,57.512,0.517,36.991715,-82.141851
24226,69341086,339366,26.773,0.131,37.136897,-82.323
24228,240777063,4370663,92.965,1.688,37.166751,-82.456233
24230,332846066,1251423,128.513,0.483,36.956532,-82.454034
24236,146329264,667913,56.498,0.258,36.652361,-81.74764
24237,147971235,173748,57.132,0.067,37.036159,-82.261943
24239,7174707,25419,2.77,0.01,37.117685,-82.148524
24243,58015647,534718,22.4,0.206,36.773058,-82.92602
24244,441215839,1318880,170.354,0.509,36.723868,-82.782184
24245,134352798,950938,51.874,0.367,36.838011,-82.512802
24246,1271674,7137,0.491,0.003,36.866585,-82.745568
24248,135704245,251557,52.396,0.097,36.625358,-83.514584
24250,136188210,1075235,52.583,0.415,36.756733,-82.596526
24251,306911843,2160750,118.499,0.834,36.657167,-82.599488
24256,150648994,2851630,58.166,1.101,37.215901,-82.28674
24258,107565245,1048081,41.531,0.405,36.645372,-82.422038
24260,204746489,791053,79.053,0.305,37.030751,-82.015022
24263,313755236,1657218,121.142,0.64,36.668226,-83.147399
24265,101604644,950069,39.23,0.367,36.832516,-82.945708
24266,313995886,1573431,121.234,0.608,36.858754,-82.120965
24269,19844124,3544,7.662,0.001,37.072767,-82.380682
24270,55449140,809015,21.409,0.312,36.729615,-82.250664
24271,163128897,807432,62.984,0.312,36.748739,-82.417259
24272,54153375,38321,20.909,0.015,37.013892,-82.314775
24273,163912960,608961,63.287,0.235,36.964701,-82.66148
24277,136947513,901856,52.876,0.348,36.744851,-83.038438
24279,208995791,1191669,80.694,0.46,37.077698,-82.627403
24280,27360425,65646,10.564,0.025,36.956077,-81.923315
24281,142395672,338107,54.979,0.131,36.637323,-83.340226
24282,40843326,31392,15.77,0.012,36.818761,-83.05431
24283,66190384,401637,25.556,0.155,36.939807,-82.332961
24290,12827325,347566,4.953,0.134,36.612701,-82.56794
24292,69448187,20708,26.814,0.008,36.617691,-81.578136
24293,151530308,883479,58.506,0.341,37.004345,-82.550814
24301,207790463,4417380,80.228,1.706,37.06771,-80.810743
24311,104992146,19768,40.538,0.008,36.874202,-81.422004
24312,96550186,2020451,37.278,0.78,36.833014,-80.887021
24313,18498980,78123,7.142,0.03,36.909535,-80.819941
24314,228480074,785927,88.217,0.303,37.157244,-81.210414
24315,472337408,1387991,182.371,0.536,37.134578,-81.059321
24316,10559708,54822,4.077,0.021,36.955705,-81.668988
24317,97368554,147736,37.594,0.057,36.601166,-80.671347
24318,173292877,147240,66.909,0.057,36.995958,-81.387124
24319,208215522,623265,80.392,0.241,36.745188,-81.654976
24322,34902107,207486,13.476,0.08,36.799014,-81.113662
24323,48583069,39679,18.758,0.015,36.866254,-81.186396
24324,90587946,2773680,34.976,1.071,36.974112,-80.776478
24325,135116321,701700,52.169,0.271,36.795414,-80.601603
24326,140887108,50276,54.397,0.019,36.729845,-81.202199
24328,97319939,131999,37.575,0.051,36.645356,-80.700836
24330,107554933,2039480,41.527,0.787,36.725798,-81.020688
24333,373409454,4839450,144.174,1.869,36.639975,-80.934776
24340,152633504,582213,58.932,0.225,36.753252,-81.767904
24343,343154687,1510207,132.493,0.583,36.770411,-80.690913
24347,205574964,4559251,79.373,1.76,36.960871,-80.652471
24348,274825185,2987500,106.111,1.153,36.652229,-81.215324
24350,122922831,1849614,47.461,0.714,36.813319,-80.994209
24351,29534820,32801,11.403,0.013,36.579431,-80.765127
24352,74452707,277637,28.746,0.107,36.709011,-80.531193
24354,274863820,1113808,106.126,0.43,36.829354,-81.53971
24360,220654398,2396459,85.195,0.925,36.933276,-80.897565
24361,145474211,894544,56.168,0.345,36.767265,-81.845258
24363,195466240,1616134,75.47,0.624,36.61663,-81.405048
24366,70904241,30306,27.376,0.012,37.259482,-81.118583
24368,214338094,486706,82.756,0.188,36.888029,-81.302492
24370,389828449,2046537,150.514,0.79,36.911415,-81.689789
24374,74967401,240084,28.945,0.093,36.78376,-81.220305
24375,159435202,142276,61.558,0.055,36.768944,-81.387144
24377,91483453,81021,35.322,0.031,37.000269,-81.574692
24378,212361190,131139,81.993,0.051,36.686691,-81.443367
24380,218589317,52866,84.398,0.02,36.859701,-80.508764
24381,133986476,1024756,51.732,0.396,36.729989,-80.840655
24382,518495828,1172484,200.192,0.453,36.960016,-81.101367
24401,345092285,1454620,133.241,0.562,38.134387,-79.085564
24411,1082560,0,0.418,0,38.105128,-79.311238
24412,6793365,34873,2.623,0.013,38.053722,-79.818136
24413,104321108,99104,40.279,0.038,38.542448,-79.600291
24415,520769,0,0.201,0,37.925,-79.317053
24416,143951605,693431,55.58,0.268,37.722497,-79.360864
24421,198277503,397538,76.555,0.153,38.244653,-79.245141
24422,215838133,1540420,83.336,0.595,37.830403,-79.758834
24426,861791325,7124872,332.74,2.751,37.763523,-80.084876
24430,91307839,93841,35.254,0.036,38.086959,-79.355799
24431,36805482,261329,14.211,0.101,38.170011,-78.842838
24432,130252866,480221,50.291,0.185,38.14806,-79.443355
24433,38644105,5783,14.921,0.002,38.423609,-79.424285
24435,80997316,67368,31.273,0.026,37.87264,-79.301938
24437,34514984,169340,13.326,0.065,38.220807,-78.935476
24439,245437785,3024542,94.764,1.168,37.993806,-79.489306
24440,71846574,256698,27.74,0.099,37.999256,-79.165483
24441,114374553,1075830,44.16,0.415,38.226067,-78.824873
24442,125388654,143748,48.413,0.056,38.37253,-79.384617
24445,274521723,624977,105.993,0.241,37.942029,-79.891806
24448,794330,48395,0.307,0.019,37.79711,-79.788524
24450,533005091,2392236,205.794,0.924,37.778993,-79.526578
24457,18604300,100094,7.183,0.039,37.763632,-79.943078
24458,224735859,532790,86.771,0.206,38.315747,-79.527472
24459,131001981,59612,50.58,0.023,38.020846,-79.292305
24460,636829877,3410469,245.881,1.317,38.01988,-79.656459
24464,58683518,39398,22.658,0.015,37.874972,-79.094071
24465,454476067,891724,175.474,0.344,38.384565,-79.647758
24467,60984727,378722,23.546,0.146,38.254994,-78.971328
24471,41973428,781503,16.206,0.302,38.31321,-78.78418
24472,165641640,232152,63.955,0.09,37.941157,-79.208568
24473,140055545,677339,54.076,0.262,37.934749,-79.415358
24474,1664937,66732,0.643,0.026,37.805612,-79.84553
24476,18199991,17677,7.027,0.007,37.974466,-79.227361
24477,125697056,853758,48.532,0.33,38.004878,-79.042232
24479,156743045,421879,60.519,0.163,38.163944,-79.239044
24482,39713852,696630,15.334,0.269,38.205935,-78.996676
24483,186430462,312259,71.981,0.121,37.812333,-79.230553
24484,461245072,9822654,178.088,3.793,38.155192,-79.78483
24485,219337490,380738,84.687,0.147,38.267603,-79.333024
24486,59099938,526479,22.819,0.203,38.296885,-78.924533
24487,185265383,465249,71.531,0.18,38.18365,-79.598206
24501,99778293,478532,38.525,0.185,37.359733,-79.141286
24502,71834475,513836,27.735,0.198,37.360401,-79.221579
24503,108323588,2164539,41.824,0.836,37.454015,-79.249736
24504,83174701,1039669,32.114,0.401,37.365249,-79.048192
24517,93328818,932181,36.034,0.36,37.147516,-79.23716
24520,240284624,1908315,92.774,0.737,36.586589,-79.029748
24521,599830818,2595577,231.596,1.002,37.633294,-79.100863
24522,510235992,1193517,197.003,0.461,37.376791,-78.778773
24523,583571242,1937084,225.318,0.748,37.344838,-79.523884
24526,169047924,1853092,65.27,0.715,37.543273,-79.415935
24527,81781795,763850,31.576,0.295,36.736768,-79.341721
24528,253712753,1394793,97.959,0.539,37.079686,-78.876229
24529,96757023,7320040,37.358,2.826,36.626619,-78.646754
24530,90877338,240631,35.088,0.093,36.807067,-79.619501
24531,511504163,3167254,197.493,1.223,36.842621,-79.453781
24534,149823117,543135,57.847,0.21,36.867415,-78.770512
24536,15258292,177224,5.891,0.068,37.495689,-79.326532
24538,238465957,1345146,92.072,0.519,37.345197,-78.962372
24539,19610517,11269,7.572,0.004,36.8529,-78.914718
24540,196953573,1233004,76.044,0.476,36.634506,-79.426751
24541,189072793,2769012,73.001,1.069,36.588822,-79.5151
24549,132234853,286158,51.056,0.11,36.70666,-79.504475
24550,168603364,589251,65.098,0.228,37.23963,-79.245397
24551,176528995,1000783,68.158,0.386,37.356256,-79.324598
24553,327852451,5417312,126.585,2.092,37.545504,-78.81001
24554,305731843,1566792,118.044,0.605,37.120037,-79.071614
24555,60247387,768317,23.262,0.297,37.669829,-79.484088
24556,110550028,357586,42.684,0.138,37.375825,-79.399305
24557,425540692,4170530,164.302,1.61,36.969859,-79.306424
24558,243047401,2960359,93.841,1.143,36.774341,-78.953963
24562,46514046,1792742,17.959,0.692,37.695426,-78.637777
24563,174593810,1505307,67.411,0.581,37.0625,-79.279115
24565,148789737,1045141,57.448,0.404,36.85272,-79.189501
24566,96247602,231150,37.161,0.089,36.731828,-79.252639
24569,93707335,1671996,36.181,0.646,37.042552,-79.125855
24570,2352797,25375,0.908,0.01,37.34646,-79.424457
24571,132886965,3411004,51.308,1.317,37.132961,-79.372748
24572,165597392,5094907,63.938,1.967,37.464909,-79.095265
24574,281869948,3444351,108.831,1.33,37.57615,-79.253367
24577,497249366,2863309,191.989,1.106,36.943958,-78.98277
24578,90241053,56519,34.842,0.022,37.659875,-79.562274
24579,84903561,1142291,32.781,0.441,37.585803,-79.502698
24580,53605430,140514,20.697,0.054,36.579054,-78.673121
24581,11318824,798208,4.37,0.308,37.655216,-78.805765
24586,137402319,619010,53.051,0.239,36.607044,-79.276609
24588,188194984,466400,72.662,0.18,37.262151,-79.096232
24589,201220998,13603894,77.692,5.252,36.760808,-78.758047
24590,431586439,6742666,166.636,2.603,37.796421,-78.490289
24592,325340613,3296954,125.615,1.273,36.675795,-78.965555
24593,93973332,232057,36.283,0.09,37.322564,-78.902758
24594,142184108,629846,54.898,0.243,36.646843,-79.178528
24595,4772453,56145,1.843,0.022,37.559559,-79.082716
24597,128667965,677967,49.679,0.262,36.782411,-79.110858
24598,191295333,3421825,73.86,1.321,36.60467,-78.788004
24599,121179063,920522,46.787,0.355,37.623562,-78.72389
24601,4958333,0,1.914,0,37.193732,-81.649243
24602,128705225,2787,49.693,0.001,37.183213,-81.65851
24603,53375502,315761,20.608,0.122,37.355386,-82.190109
24604,10567313,3413,4.08,0.001,37.211983,-81.538089
24605,124691731,116296,48.144,0.045,37.254178,-81.371211
24606,6059119,1162,2.339,0,37.286313,-81.398771
24607,32879296,28375,12.695,0.011,37.293533,-82.262524
24609,269274497,1971233,103.967,0.761,37.009601,-81.807791
24612,1372080,0,0.53,0,37.09335,-81.838141
24613,29812402,444709,11.511,0.172,37.265157,-81.336881
24614,331636912,997363,128.046,0.385,37.298652,-82.071085
24620,198829346,257418,76.768,0.099,37.431334,-82.011704
24622,128010254,21269,49.425,0.008,37.214674,-81.789853
24628,16513260,29844,6.376,0.012,37.282353,-82.222958
24630,169942601,210877,65.615,0.081,37.178327,-81.465545
24631,131058521,556975,50.602,0.215,37.217266,-81.990694
24634,37660612,121831,14.541,0.047,37.267813,-81.902722
24635,15146557,76229,5.848,0.029,37.312617,-81.362936
24637,73714400,545868,28.461,0.211,37.061082,-81.713894
24639,109097065,119315,42.123,0.046,37.160378,-81.888205
24641,49392467,151473,19.071,0.058,37.111816,-81.802451
24646,30470174,4354,11.765,0.002,37.143346,-82.024578
24649,114654880,670221,44.268,0.259,37.063005,-81.899474
24651,406791611,620179,157.063,0.239,37.075529,-81.503095
24656,177290534,202036,68.452,0.078,37.175055,-82.124994
24657,43264321,116778,16.704,0.045,37.226515,-81.856782
24701,166865930,1063943,64.427,0.411,37.305951,-81.204941
24712,22933185,89363,8.855,0.035,37.463059,-81.01501
24714,32640586,2982,12.603,0.001,37.484469,-81.190073
24715,25393545,151824,9.805,0.059,37.340392,-81.324618
24716,53416354,57219,20.624,0.022,37.480042,-81.371826
24719,2622538,0,1.013,0,37.487167,-81.326725
24724,407736,0,0.157,0,37.330881,-81.299757
24726,95381949,290975,36.827,0.112,37.514751,-81.352074
24729,12576815,29271,4.856,0.011,37.449867,-81.26001
24731,3307491,0,1.277,0,37.397966,-81.151064
24733,15035092,22766,5.805,0.009,37.450768,-81.205194
24736,74035462,28851,28.585,0.011,37.444189,-81.2774
24737,270586,3925,0.104,0.002,37.352245,-81.249309
24738,3281431,53968,1.267,0.021,37.302041,-81.3097
24740,415309470,1490606,160.352,0.576,37.373474,-81.005001
24747,102996809,770977,39.767,0.298,37.378752,-81.299696
24801,142235189,208977,54.917,0.081,37.448883,-81.576989
24808,42281852,20279,16.325,0.008,37.330026,-81.422403
24811,40453917,337194,15.619,0.13,37.399166,-81.771251
24813,33313060,114761,12.862,0.044,37.357412,-81.720113
24815,55453463,230473,21.411,0.089,37.241667,-81.659603
24816,1267334,47087,0.489,0.018,37.461102,-81.705939
24817,29386432,150420,11.346,0.058,37.352268,-81.80478
24818,66405504,280398,25.639,0.108,37.602702,-81.624946
24822,48091514,533684,18.568,0.206,37.647094,-81.697294
24823,35309755,30260,13.633,0.012,37.67197,-81.751948
24826,35888741,48344,13.857,0.019,37.293267,-81.623592
24827,100753469,104471,38.901,0.04,37.75327,-81.64148
24828,56806359,202715,21.933,0.078,37.4989,-81.636635
24830,22332917,8419,8.623,0.003,37.323125,-81.506122
24831,4553563,503,1.758,0,37.394105,-81.411521
24834,31842981,125381,12.295,0.048,37.547689,-81.630566
24836,98391348,251992,37.989,0.097,37.333874,-81.55862
24839,120606338,1454124,46.566,0.561,37.560676,-81.738389
24843,8624449,7818,3.33,0.003,37.487144,-81.7101
24844,146436307,792806,56.539,0.306,37.462452,-81.806627
24845,8626827,0,3.331,0,37.517953,-81.817841
24846,18536954,426006,7.157,0.164,37.529522,-81.91286
24847,4626834,51382,1.786,0.02,37.577109,-81.418416
24848,34460795,45221,13.305,0.017,37.303745,-81.460677
24849,26914006,97211,10.392,0.038,37.665763,-81.542748
24850,39392506,343,15.21,0,37.32097,-81.850505
24851,1939045,142004,0.749,0.055,37.601371,-81.833685
24853,56507120,37798,21.818,0.015,37.435447,-81.511823
24854,15235016,24263,5.882,0.009,37.736493,-81.572685
24857,21356138,114225,8.246,0.044,37.67251,-81.660302
24860,15405705,92329,5.948,0.036,37.66017,-81.607608
24861,10367190,3144,4.003,0.001,37.350951,-81.36313
24862,27758331,108462,10.718,0.042,37.469177,-81.964569
24866,26391101,0,10.19,0,37.248133,-81.580323
24867,34097858,123685,13.165,0.048,37.595764,-81.444714
24868,104792642,88284,40.461,0.034,37.43845,-81.389063
24869,11998464,4510,4.633,0.002,37.562684,-81.838107
24870,100886651,403652,38.953,0.156,37.765445,-81.510219
24871,22651063,116294,8.746,0.045,37.359301,-81.468304
24872,80236521,308310,30.979,0.119,37.449369,-81.920479
24873,42773936,4892,16.515,0.002,37.366148,-81.878193
24874,170934728,839200,65.998,0.324,37.542528,-81.555341
24878,22939073,129418,8.857,0.05,37.439308,-81.625265
24879,40507318,60823,15.64,0.023,37.313896,-81.758686
24880,12648681,4322,4.884,0.002,37.65141,-81.530693
24881,31437830,118199,12.138,0.046,37.431342,-81.684596
24882,32122521,640063,12.403,0.247,37.625597,-81.766
24884,57801316,9555,22.317,0.004,37.23047,-81.604088
24887,7537382,961,2.91,0,37.373345,-81.404173
24888,14245525,26212,5.5,0.01,37.392804,-81.483252
24892,56511078,284833,21.819,0.11,37.32694,-81.687785
24894,18537725,53677,7.157,0.021,37.274965,-81.713671
24898,616023,107797,0.238,0.042,37.593853,-81.610128
24901,225906231,1076189,87.223,0.416,37.855406,-80.451557
24910,356197931,1943682,137.529,0.75,37.750526,-80.648133
24915,130150262,31,50.251,0,38.465457,-79.77717
24916,43567319,23949,16.821,0.009,37.828599,-80.581103
24918,113057959,363596,43.652,0.14,37.522173,-80.74531
24920,182220124,85433,70.356,0.033,38.580079,-79.704212
24924,61691368,612715,23.819,0.237,38.201314,-80.16489
24925,90063948,508189,34.774,0.196,37.714707,-80.376437
24927,103738139,22909,40.054,0.009,38.375187,-79.957107
24931,164265802,213401,63.423,0.082,37.919011,-80.588601
24934,170027253,140918,65.648,0.054,38.333579,-79.891016
24935,74390084,1191188,28.722,0.46,37.56653,-80.808493
24938,71936840,256722,27.775,0.099,37.893492,-80.387188
24941,182777563,249005,70.571,0.096,37.588011,-80.346704
24944,77411507,0,29.889,0,38.389627,-79.783657
24945,43139381,153006,16.656,0.059,37.541978,-80.677193
24946,455453581,1108766,175.852,0.428,38.18442,-80.262312
24951,95170248,28450,36.745,0.011,37.484254,-80.643612
24954,737493070,1982804,284.748,0.766,38.224907,-80.056049
24957,9771661,8148,3.773,0.003,37.885394,-80.425002
24962,8215802,473189,3.172,0.183,37.662404,-80.718357
24963,138903035,1074207,53.631,0.415,37.436413,-80.758492
24966,510350707,3398043,197.048,1.312,38.078505,-80.362598
24970,104457855,1753696,40.331,0.677,37.728072,-80.474482
24974,18899579,63685,7.297,0.025,37.641768,-80.448356
24976,75213306,228322,29.04,0.088,37.656964,-80.511709
24977,34189768,209649,13.201,0.081,37.897155,-80.687105
24981,31870846,794555,12.305,0.307,37.629807,-80.735884
24983,321969163,504852,124.313,0.195,37.57499,-80.518586
24984,121672054,137314,46.978,0.053,37.49353,-80.40502
24986,580029185,2195135,223.951,0.848,37.921086,-80.145726
24991,123333067,54846,47.619,0.021,38.021577,-80.497448
25002,6557572,0,2.532,0,38.135764,-81.24173
25003,92856232,871843,35.852,0.337,38.252558,-81.784866
25005,19153833,0,7.395,0,38.583444,-81.256426
25007,13624519,67458,5.26,0.026,37.82484,-81.430458
25008,29287090,13993,11.308,0.005,37.947061,-81.34397
25009,74643980,285650,28.82,0.11,38.202305,-81.684573
25011,1032851,170269,0.399,0.066,38.508579,-81.839417
25015,66564816,2331186,25.701,0.9,38.246134,-81.497258
25019,58582119,30773,22.619,0.012,38.371626,-81.068876
25021,17142465,92150,6.619,0.036,37.922107,-81.679778
25022,91306768,205815,35.254,0.079,37.860342,-81.81904
25024,14864378,74762,5.739,0.029,38.159082,-81.623721
25025,40129949,2383,15.494,0.001,38.31469,-81.411393
25028,8289477,62373,3.201,0.024,37.947147,-81.725572
25030,40208270,123544,15.525,0.048,38.453317,-81.225847
25031,11863024,353611,4.58,0.137,38.148617,-81.275148
25033,64411944,1941764,24.87,0.75,38.612061,-81.924382
25035,29954053,641759,11.565,0.248,38.165242,-81.521007
25036,21553916,32265,8.322,0.012,38.214746,-81.258404
25039,66242430,2731,25.576,0.001,38.234956,-81.363266
25040,1365001,633126,0.527,0.244,38.126501,-81.235109
25043,309416078,1872250,119.466,0.723,38.425757,-81.003154
25044,38017328,166407,14.679,0.064,37.911676,-81.368705
25045,374260000,1418330,144.503,0.548,38.447483,-81.329322
25047,19726215,168809,7.616,0.065,37.920527,-81.767625
25048,68930,0,0.027,0,37.945828,-81.437333
25049,40330040,83833,15.572,0.032,38.115286,-81.558257
25051,1158525,22453,0.447,0.009,38.156947,-81.709791
25053,121814416,423257,47.033,0.163,38.036736,-81.878922
25054,43234502,145693,16.693,0.056,38.110531,-81.48849
25057,2359041,287010,0.911,0.111,38.120375,-81.253436
25059,27904238,4346,10.774,0.002,38.220237,-81.202847
25060,64599710,275095,24.942,0.106,37.94454,-81.427325
25061,26092524,127012,10.074,0.049,38.174502,-81.439839
25062,8222396,22413,3.175,0.009,37.880313,-81.432653
25063,224630880,1155916,86.73,0.446,38.570368,-80.929492
25064,17758603,1125668,6.857,0.435,38.377043,-81.749626
25067,14028090,629180,5.416,0.243,38.201538,-81.442935
25070,12091751,435180,4.669,0.168,38.545843,-81.931687
25071,268113203,1194783,103.519,0.461,38.462464,-81.466833
25075,141446007,212425,54.613,0.082,38.060218,-81.405213
25076,21134314,7238,8.16,0.003,37.868612,-81.930987
25081,36452849,1687,14.075,0.001,38.075052,-81.754659
25082,135547589,2019205,52.335,0.78,38.604207,-82.031043
25083,72510294,450513,27.996,0.174,38.069889,-81.367758
25085,35887135,1071166,13.856,0.414,38.172682,-81.20548
