GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                                  
13202,2583758,0,0.998,0,43.043782,-76.150638
13203,4402314,0,1.7,0,43.061111,-76.134924
13204,11416573,96435,4.408,0.037,43.050817,-76.177473
13205,8934478,0,3.45,0,43.005276,-76.14203
13206,10228180,0,3.949,0,43.073464,-76.105817
13207,8003302,121463,3.09,0.047,43.012868,-76.163401
13208,10810786,0,4.174,0,43.078768,-76.14523
13209,32951228,287325,12.723,0.111,43.068502,-76.224251
13210,11826151,7491,4.566,0.003,43.031189,-76.127021
13211,12198996,0,4.71,0,43.103572,-76.119484
13212,27434412,3219,10.592,0.001,43.129697,-76.130154
13214,9467515,20027,3.655,0.008,43.038709,-76.075591
13215,87896168,112676,33.937,0.044,42.980793,-76.223386
13219,12843784,49323,4.959,0.019,43.041266,-76.224195
13224,7716925,0,2.98,0,43.037164,-76.102898
13290,628043,30039,0.242,0.012,43.069136,-76.173017
13301,6327547,423296,2.443,0.163,43.41605,-75.218175
13302,114374640,4436952,44.16,1.713,43.498115,-75.965068
13303,91659581,63556,35.39,0.025,43.367414,-75.468212
13304,45027709,603754,17.385,0.233,43.24388,-75.160287
13305,2484758,0,0.959,0,43.892289,-75.421171
13308,100115982,1716710,38.655,0.663,43.251266,-75.657668
13309,376736298,1885156,145.459,0.728,43.452005,-75.355443
13310,19631441,227575,7.58,0.088,42.88962,-75.571545
13312,165074273,2642701,63.736,1.02,43.697077,-75.194701
13313,5829806,0,2.251,0,42.880221,-75.272902
13314,10036666,54450,3.875,0.021,42.816533,-75.319104
13315,127160969,439281,49.097,0.17,42.744144,-75.143611
13316,420190720,717952,162.237,0.277,43.418917,-75.73974
13317,119471555,1528388,46.128,0.59,42.854101,-74.590839
13318,65741164,29948,25.383,0.012,42.921536,-75.260063
13319,2295989,0,0.886,0,43.026436,-75.266925
13320,199072613,380904,76.862,0.147,42.777805,-74.740798
13321,2089621,43875,0.807,0.017,43.087779,-75.370635
13322,31461244,132467,12.147,0.051,42.954345,-75.201657
13323,98527748,88820,38.042,0.034,43.039981,-75.379353
13324,309102945,11336674,119.345,4.377,43.325877,-74.966661
13325,200439396,110658,77.39,0.043,43.582829,-75.527092
13326,247053838,1647187,95.388,0.636,42.722511,-74.895371
13327,345561784,6744209,133.422,2.604,43.972929,-75.262309
13328,41087159,0,15.864,0,42.985096,-75.429027
13329,137117958,1222301,52.942,0.472,43.110979,-74.70351
13331,208930392,12099573,80.668,4.672,43.86629,-74.880897
13332,127385348,379821,49.184,0.147,42.764159,-75.581736
13333,4404887,7598,1.701,0.003,42.836995,-74.818644
13334,75341779,1444363,29.09,0.558,42.827039,-75.656427
13335,98817355,97564,38.154,0.038,42.70226,-75.248224
13337,47908554,300099,18.498,0.116,42.757804,-74.999545
13338,629611470,14073519,243.094,5.434,43.527827,-74.987054
13339,280156119,2232436,108.169,0.862,42.936895,-74.658658
13340,149893996,834675,57.874,0.322,43.061642,-75.12857
13341,476975,0,0.184,0,43.036086,-75.396891
13342,20565661,145521,7.94,0.056,42.654143,-75.195234
13343,145505917,2471472,56.18,0.954,43.751239,-75.3115
13345,12791341,42214,4.939,0.016,43.687108,-75.321254
13346,97918172,2676624,37.806,1.033,42.818442,-75.544331
13348,95759957,172530,36.973,0.067,42.709982,-75.066926
13350,78789786,1428305,30.421,0.551,43.061149,-75.000602
13352,434504,43070,0.168,0.017,43.313337,-75.116208
13353,512596569,9624959,197.915,3.716,43.447283,-74.694628
13354,134889971,139987,52.081,0.054,43.265093,-75.268497
13355,75392314,35945,29.109,0.014,42.809841,-75.430434
13357,81693147,368830,31.542,0.142,42.970962,-75.081183
13360,159705492,10135525,61.663,3.913,43.72179,-74.714836
13361,73359295,6520,28.324,0.003,42.904352,-74.86756
13362,714898,0,0.276,0,42.982178,-75.522003
13363,54876362,117109,21.188,0.045,43.324528,-75.513109
13364,7656967,0,2.956,0,42.804977,-75.261071
13365,347302360,4124795,134.094,1.593,43.125689,-74.853291
13367,1174193994,45804500,453.359,17.685,43.757731,-75.532709
13368,118061417,2740663,45.584,1.058,43.638483,-75.286787
13402,65754732,281796,25.388,0.109,42.892429,-75.500629
13403,69169419,960031,26.706,0.371,43.164533,-75.267645
13404,7631020,0,2.946,0,43.736385,-75.471758
13406,28257170,170269,10.91,0.066,43.134514,-74.924889
13407,140608796,1368072,54.289,0.528,42.968801,-74.950576
13408,97492867,320308,37.642,0.124,42.922949,-75.676749
13409,89260493,0,34.464,0,42.976475,-75.595112
13410,284878,0,0.11,0,42.931043,-74.612591
13411,177298467,742446,68.455,0.287,42.633789,-75.306457
13413,51509885,180365,19.888,0.07,43.060356,-75.27942
13415,5126775,0,1.979,0,42.596494,-75.198473
13416,134693571,916799,52.005,0.354,43.18739,-74.970566
13417,3377612,0,1.304,0,43.100965,-75.293793
13418,13509603,953,5.216,0,42.845704,-75.38046
13420,563697605,33394177,217.645,12.894,43.717768,-74.984147
13421,108806374,211866,42.01,0.082,43.061915,-75.660092
13424,28871890,0,11.147,0,43.152368,-75.365215
13425,66130216,28199,25.533,0.011,42.964793,-75.48706
13428,40855608,313830,15.774,0.121,42.915086,-74.546249
13431,95460184,821785,36.857,0.317,43.209082,-75.073328
13433,112948222,2015058,43.61,0.778,43.589518,-75.242417
13435,539473,0,0.208,0,43.304981,-75.150772
13436,99291378,24892702,38.337,9.611,43.811023,-74.666226
13437,248962706,1331910,96.125,0.514,43.580307,-75.803859
13438,222255879,5815346,85.813,2.245,43.354138,-75.159613
13439,223036687,1385563,86.115,0.535,42.857316,-74.995275
13440,292348380,3634457,112.876,1.403,43.215771,-75.461779
13441,9300660,0,3.591,0,43.226377,-75.408248
13450,6166732,0,2.381,0,42.701927,-74.810297
13452,197647880,2065758,76.312,0.798,43.043056,-74.63047
13454,111497866,733374,43.05,0.283,43.219835,-74.7577
13456,72707008,0,28.072,0,43.000029,-75.255495
13459,131865210,352341,50.913,0.136,42.775005,-74.588674
13460,185181602,481807,71.499,0.186,42.687037,-75.442842
13461,6004727,0,2.318,0,43.070467,-75.599126
13464,99315719,158151,38.346,0.061,42.687973,-75.615788
13468,25191336,280743,9.726,0.108,42.848254,-74.851925
13469,10402990,189651,4.017,0.073,43.214828,-75.302367
13470,173305517,4341057,66.914,1.676,43.209651,-74.610052
13471,243048485,953871,93.842,0.368,43.357597,-75.577397
13472,37411807,1100263,14.445,0.425,43.697411,-75.067862
13473,119488090,434983,46.135,0.168,43.642941,-75.446375
13475,39130,0,0.015,0,42.893741,-74.830529
13476,55311983,28029,21.356,0.011,43.087503,-75.509514
13477,52448071,0,20.25,0,43.032894,-75.512948
13478,92687504,22690,35.787,0.009,43.144012,-75.581897
13480,139209431,464777,53.749,0.179,42.917856,-75.363163
13483,17921423,213418,6.92,0.082,43.397335,-75.826061
13484,6604475,0,2.55,0,42.866325,-75.65919
13485,114400134,414878,44.17,0.16,42.787528,-75.315224
13486,76274708,8974835,29.45,3.465,43.345147,-75.344599
13488,10837473,39386,4.184,0.015,42.688638,-74.750589
13489,110591133,1302775,42.699,0.503,43.460774,-75.552463
13490,30647149,0,11.833,0,43.11008,-75.426511
13491,187383680,125322,72.349,0.048,42.864135,-75.168133
13492,39055979,8688,15.08,0.003,43.114604,-75.33768
13493,193054449,9506126,74.539,3.67,43.432843,-75.897509
13494,45348992,1057533,17.509,0.408,43.532529,-75.141288
13495,2260355,0,0.873,0,43.11089,-75.277497
13501,22659187,152592,8.749,0.059,43.081283,-75.225833
13502,139242007,1087841,53.762,0.42,43.141264,-75.154707
13601,364436121,7133266,140.71,2.754,43.968892,-75.906501
13602,25251432,641356,9.75,0.248,44.065388,-75.784305
13603,14131363,82656,5.456,0.032,44.035974,-75.793813
13605,209109621,1574240,80.738,0.608,43.807296,-76.050293
13606,91026410,380906,35.145,0.147,43.872576,-76.014735
13607,46174359,584118,17.828,0.226,44.298547,-75.936007
13608,102578817,1366638,39.606,0.528,44.254186,-75.615414
13612,45978061,515146,17.752,0.199,43.985237,-75.76937
13613,215757306,2096411,83.304,0.809,44.870613,-74.750443
13614,23219156,0,8.965,0,44.530891,-75.691169
13615,9941600,9796,3.838,0.004,44.029103,-75.988503
13616,14354709,4035,5.542,0.002,44.030078,-75.857573
13617,330709936,2838508,127.688,1.096,44.580531,-75.142767
13618,130441245,7171061,50.364,2.769,44.114766,-76.290981
13619,282336193,4770906,109.011,1.842,43.978952,-75.600977
13620,119857291,1000031,46.277,0.386,43.908782,-75.448325
13621,70465457,2135833,27.207,0.825,44.833691,-75.080272
13622,150665219,3587336,58.172,1.385,44.100667,-76.106996
13623,1026859,0,0.396,0,44.449786,-75.752462
13624,164232523,2238522,63.411,0.864,44.20948,-76.093055
13625,143347675,3157276,55.347,1.219,44.538101,-74.928377
13626,257188880,531722,99.301,0.205,43.830086,-75.734774
13628,477227,125023,0.184,0.048,44.030542,-75.682394
13630,124333980,1004645,48.006,0.388,44.498619,-75.311532
13633,51297305,2181395,19.806,0.842,44.49743,-75.455993
13634,114379195,3745813,44.162,1.446,44.01129,-76.073698
13635,143939871,2089650,55.575,0.807,44.286726,-75.280789
13636,8304749,0,3.206,0,43.743437,-76.116544
13637,91224026,55143,35.222,0.021,44.106202,-75.818322
13638,3160647,232666,1.22,0.09,44.019071,-75.741686
13639,50187297,617388,19.377,0.238,44.263676,-75.150529
13640,32010148,673132,12.359,0.26,44.303561,-76.028103
13641,799484,10869,0.309,0.004,44.273801,-76.003351
13642,469003444,9782129,181.083,3.777,44.335388,-75.455879
13643,93794,0,0.036,0,44.031812,-75.717094
13646,278430380,25961972,107.503,10.024,44.446084,-75.674193
13647,236491,0,0.091,0,44.605875,-74.98058
13648,474747861,12506392,183.301,4.829,44.150217,-75.318
13650,106864997,5937802,41.261,2.293,43.81131,-76.216097
13651,6340086,523635,2.448,0.202,43.866158,-76.176966
13652,172157084,2202223,66.47,0.85,44.432661,-75.186773
13654,172288042,10369219,66.521,4.004,44.577112,-75.436848
13655,52367917,5831824,20.219,2.252,44.982056,-74.650084
13656,220344524,1564162,85.075,0.604,44.192383,-75.955919
13658,203848068,271853,78.706,0.105,44.747628,-75.272109
13659,147164921,236943,56.821,0.091,43.738005,-75.86338
13660,139279927,1446818,53.776,0.559,44.773868,-75.160958
13661,119339960,11565196,46.077,4.465,43.70962,-76.098396
13662,230103027,16341380,88.843,6.309,44.932334,-74.884038
13664,2545235,108304,0.983,0.042,44.584013,-75.64546
13665,112287415,525833,43.354,0.203,44.04846,-75.434366
13666,101319915,8914206,39.12,3.442,44.218485,-74.926076
13667,128469110,1077708,49.602,0.416,44.837267,-74.960097
13668,95191341,3152656,36.754,1.217,44.754954,-74.986314
13669,264892920,4388471,102.276,1.694,44.672777,-75.482342
13670,188239945,2850191,72.68,1.1,44.167379,-75.116735
13672,322967483,4443038,124.698,1.715,44.470543,-74.660706
13673,90397076,37921,34.903,0.015,44.164271,-75.717782
13674,1469698,51800,0.567,0.02,43.738561,-76.04818
13675,2727097,431205,1.053,0.166,44.281718,-75.846286
13676,413130307,3814287,159.511,1.473,44.65496,-74.926222
13677,508885,80224,0.196,0.031,44.512429,-75.179673
13678,2033862,100693,0.785,0.039,44.813766,-74.992918
13679,161814835,13058183,62.477,5.042,44.319891,-75.770605
13680,91021449,872135,35.144,0.337,44.595988,-75.323398
13681,87534639,836251,33.797,0.323,44.428046,-75.373133
13682,81189683,117423,31.348,0.045,43.843311,-75.901904
13684,408908412,3066883,157.88,1.184,44.356596,-75.013141
13685,52262249,5973237,20.179,2.306,43.925469,-76.085527
13687,348136526,25340051,134.416,9.784,44.432964,-74.836656
13690,133750429,2180944,51.641,0.842,44.097748,-75.007673
13691,187055543,8737622,72.223,3.374,44.231502,-75.770601
13692,706798,0,0.273,0,44.288793,-76.026292
13693,50147865,4373292,19.362,1.689,43.985747,-76.246105
13694,57885668,1355163,22.35,0.523,44.867713,-75.134394
13695,44032192,864201,17.001,0.334,44.102929,-74.922258
13696,4823562,0,1.862,0,44.694736,-74.888042
13697,169696611,993127,65.52,0.383,44.754714,-74.810347
13730,127011149,1479078,49.039,0.571,42.223737,-75.532187
13731,232157283,7892242,89.636,3.047,42.12965,-74.787822
13732,85342842,2095007,32.951,0.809,42.049447,-76.167535
13733,234995131,1673876,90.732,0.646,42.301697,-75.478883
13734,93811938,1411044,36.221,0.545,42.069955,-76.409653
13736,157116321,95687,60.663,0.037,42.324084,-76.202038
13739,104293449,197247,40.268,0.076,42.349124,-74.789149
13740,102484369,128276,39.569,0.05,42.273814,-74.756993
13743,152074175,264144,58.716,0.102,42.211894,-76.338222
13744,30009781,10155,11.587,0.004,42.243494,-75.907999
13746,71834022,1250804,27.735,0.483,42.268926,-75.884667
13748,34293083,1083145,13.241,0.418,42.042579,-75.822521
13750,69718237,423725,26.918,0.164,42.471014,-74.857921
13751,5093555,87574,1.967,0.034,42.454193,-74.902857
13752,125667176,3630516,48.52,1.402,42.190557,-74.897015
13753,242736810,1643731,93.721,0.635,42.30696,-74.926915
13754,206159631,3814179,79.599,1.473,42.088461,-75.447935
13755,148928411,9703867,57.502,3.747,42.055241,-74.96692
13756,118825525,1669724,45.879,0.645,42.004099,-75.10067
13757,96343755,224571,37.199,0.087,42.410607,-74.891229
13760,127378189,1168025,49.181,0.451,42.133387,-76.084713
13774,7366068,386635,2.844,0.149,41.960129,-75.149396
13775,137491821,938593,53.086,0.362,42.327909,-75.134022
13776,14723257,2152,5.685,0.001,42.470423,-75.331951
13777,15589127,0,6.019,0,42.258166,-75.989587
13778,250894167,1304760,96.871,0.504,42.359219,-75.759496
13780,57370587,611805,22.151,0.236,42.422485,-75.476583
13782,95072285,246970,36.708,0.095,42.169631,-74.991294
13783,295976813,13088196,114.277,5.053,41.993662,-75.266006
13784,1211396,0,0.468,0,42.426878,-76.221343
13786,40161144,226223,15.506,0.087,42.44098,-74.693941
13787,164824941,1204126,63.639,0.465,42.212533,-75.671984
13788,91475560,136820,35.319,0.053,42.339013,-74.666282
13790,75014148,734838,28.963,0.284,42.165361,-76.001942
13794,1858464,0,0.718,0,42.393238,-76.01372
13795,52719193,897482,20.355,0.347,42.056638,-75.778938
13796,57779056,418333,22.309,0.162,42.557188,-75.132129
13797,86244060,282994,33.299,0.109,42.333665,-76.040401
13801,177555381,1340825,68.555,0.518,42.505085,-75.77697
13802,26042700,56025,10.055,0.022,42.242134,-76.041266
13803,232328659,766014,89.703,0.296,42.456883,-76.067124
13804,39369329,85704,15.201,0.033,42.225702,-75.38422
13806,8016592,10714,3.095,0.004,42.379103,-74.957235
13807,61664780,996272,23.809,0.385,42.607461,-74.988235
13808,95308753,173005,36.799,0.067,42.525233,-75.2622
13809,77899796,0,30.077,0,42.403814,-75.395541
13810,103672054,474869,40.028,0.183,42.606817,-75.108363
13811,164294869,291537,63.435,0.113,42.234926,-76.164054
13812,81768272,2430499,31.571,0.938,42.03006,-76.354752
13813,72146586,1722104,27.856,0.665,42.163707,-75.551328
13815,277767348,1532067,107.247,0.592,42.547866,-75.530855
13820,277907470,1148707,107.301,0.444,42.483456,-75.036874
13825,146447420,410653,56.544,0.159,42.435577,-75.204553
13826,2170180,634711,0.838,0.245,42.09982,-75.638796
13827,237014402,2346783,91.512,0.906,42.117827,-76.249166
13830,286161735,2053209,110.488,0.793,42.435584,-75.627625
13832,71832149,109131,27.735,0.042,42.65813,-75.672216
13833,92550459,388601,35.734,0.15,42.198205,-75.768632
13834,901867,106431,0.348,0.041,42.530981,-74.965895
13835,109334937,93098,42.214,0.036,42.383214,-76.178996
13838,26688738,307088,10.305,0.119,42.285099,-75.388127
13839,102962114,401136,39.754,0.155,42.262039,-75.252051
13841,30857984,1128072,11.914,0.436,42.40699,-75.842161
13842,32350998,334744,12.491,0.129,42.3767,-74.723609
13843,140937204,203688,54.416,0.079,42.503033,-75.382469
13844,62135987,106370,23.991,0.041,42.608179,-75.668317
13845,1005039,8591,0.388,0.003,42.053431,-76.354924
13846,21057940,87534,8.131,0.034,42.363723,-75.054746
13847,8442089,59106,3.26,0.023,42.180728,-75.292156
13849,171527414,1653167,66.227,0.638,42.350096,-75.309317
13850,132469007,2211780,51.147,0.854,42.049395,-76.017594
13856,479390231,11969171,185.094,4.621,42.171041,-75.183316
13859,1242628,78414,0.48,0.03,42.372464,-75.245243
13860,2371876,4228,0.916,0.002,42.44796,-74.941986
13861,11420740,44221,4.41,0.017,42.50854,-75.151092
13862,146341585,5646142,56.503,2.18,42.330958,-75.931008
13863,39360406,462430,15.197,0.179,42.455495,-75.898915
13864,69024218,14637,26.65,0.006,42.271668,-76.388622
13865,285731225,3248729,110.321,1.254,42.032061,-75.615617
13901,60139841,2222370,23.22,0.858,42.183203,-75.876048
13902,1844246,0,0.712,0,42.088824,-75.968883
13903,102580962,1247609,39.607,0.482,42.04187,-75.889077
13904,60087764,277281,23.2,0.107,42.134123,-75.820206
13905,70049114,614267,27.046,0.237,42.170436,-75.943434
14001,170707802,419077,65.911,0.162,43.036573,-78.510831
14004,124137301,861300,47.93,0.333,42.891371,-78.503687
14005,86565212,275574,33.423,0.106,42.920586,-78.250065
14006,67006291,1435040,25.871,0.554,42.63313,-79.021745
14008,63330286,2221327,24.452,0.858,43.312726,-78.623166
14009,191904457,620027,74.095,0.239,42.593154,-78.397461
14011,173021980,246028,66.804,0.095,42.830674,-78.299709
14012,83324964,3205983,32.172,1.238,43.332173,-78.532622
14013,104885767,945882,40.497,0.365,43.08629,-78.397746
14020,178980599,940697,69.105,0.363,42.99619,-78.213412
14024,163629938,1155364,63.178,0.446,42.581363,-78.245468
14025,58000005,0,22.394,0,42.622205,-78.727034
14026,1961968,0,0.758,0,42.942356,-78.687965
14028,35060618,1325263,13.537,0.512,43.31804,-78.717617
14030,51454116,558665,19.867,0.216,42.564386,-78.507624
14031,48476177,596140,18.717,0.23,42.983128,-78.614258
14032,60102577,0,23.206,0,43.046729,-78.630773
14033,44773504,46515,17.287,0.018,42.654382,-78.692124
14034,66552627,23322,25.696,0.009,42.49574,-78.871196
14035,591781,0,0.228,0,42.490778,-78.848389
14036,140308837,495993,54.174,0.192,42.973851,-78.389527
14037,44825994,19887,17.307,0.008,42.802789,-78.453328
14039,4838845,0,1.868,0,42.85148,-78.173096
14040,75700557,494420,29.228,0.191,42.890873,-78.376631
14041,5888815,116110,2.274,0.045,42.398835,-78.971581
14042,118221815,634112,45.646,0.245,42.475564,-78.488807
14043,22516578,0,8.694,0,42.901971,-78.703418
14047,33939236,2591445,13.104,1.001,42.687367,-78.986636
14048,60355639,18952272,23.303,7.318,42.484359,-79.317005
14051,42314706,175851,16.338,0.068,43.042842,-78.699413
14052,160476255,206075,61.96,0.08,42.772531,-78.584321
14054,64381778,62158,24.858,0.024,42.919587,-78.126802
14055,83750688,88591,32.336,0.034,42.562879,-78.600126
14057,124827556,174362,48.196,0.067,42.646574,-78.874782
14058,103204033,74651,39.847,0.029,43.102049,-78.168857
14059,69778470,10290,26.942,0.004,42.833552,-78.634046
14060,45953778,379905,17.743,0.147,42.450155,-78.296467
14061,2481143,0,0.958,0,42.593878,-79.079302
14062,187365716,791878,72.342,0.306,42.438404,-79.143107
14063,130587978,790067,50.42,0.305,42.40869,-79.331304
14065,96586425,290312,37.292,0.112,42.484905,-78.312811
14066,104623592,401928,40.395,0.155,42.629054,-78.185536
14067,128203666,276503,49.5,0.107,43.213204,-78.568403
14068,9018104,0,3.482,0,43.027386,-78.756666
14069,22055241,31308,8.516,0.012,42.615223,-78.642926
14070,132379000,813394,51.112,0.314,42.419658,-78.917725
14072,73229230,202194,28.274,0.078,43.017901,-78.962657
14075,102256959,949523,39.482,0.367,42.713252,-78.833315
14080,136955385,152369,52.879,0.059,42.648324,-78.548308
14081,91079762,2344989,35.166,0.905,42.563203,-79.067834
14082,25716708,288269,9.929,0.111,42.656563,-78.385184
14085,18013848,896428,6.955,0.346,42.721647,-78.91865
14086,87742235,623501,33.877,0.241,42.909063,-78.629256
14091,55066723,21135,21.261,0.008,42.538233,-78.893008
14092,51043684,13525,19.708,0.005,43.17322,-78.993074
14094,315801616,596986,121.932,0.23,43.157758,-78.701995
14098,119284902,0,46.056,0,43.334373,-78.380616
14101,109893817,1550413,42.43,0.599,42.392651,-78.538203
14102,9862838,26672,3.808,0.01,42.837026,-78.557725
14103,207069036,1281089,79.95,0.495,43.211161,-78.37677
14105,121985751,708105,47.099,0.273,43.199163,-78.483902
14108,70163125,0,27.09,0,43.263343,-78.72695
14109,1229164,0,0.475,0,43.137952,-79.034134
14111,93421462,447040,36.07,0.173,42.580255,-78.904691
14112,103462,0,0.04,0,42.697963,-78.939953
14113,44083111,310,17.021,0,42.671576,-78.339931
14120,85216472,920365,32.902,0.355,43.079317,-78.842654
14125,90965671,1875270,35.122,0.724,43.084919,-78.274609
14126,1484470,874703,0.573,0.338,43.335882,-78.728636
14127,106532958,205375,41.133,0.079,42.752803,-78.739697
14129,80023201,800107,30.897,0.309,42.481182,-79.017384
14130,2820683,0,1.089,0,42.555981,-78.147652
14131,109427578,1938105,42.25,0.748,43.238603,-78.899823
14132,72723604,0,28.079,0,43.14933,-78.877732
14134,2198365,0,0.849,0,42.527686,-78.523981
14135,2675690,0,1.033,0,42.487694,-79.240898
14136,59970494,10885743,23.155,4.203,42.517379,-79.174812
14138,121376310,1211367,46.864,0.468,42.379512,-79.036656
14139,61792611,82395,23.858,0.032,42.718405,-78.541402
14141,182617324,392658,70.509,0.152,42.524967,-78.712076
14143,37452769,128201,14.461,0.049,42.971918,-78.063986
14145,72864422,63832,28.133,0.025,42.729606,-78.434328
14150,38700499,177060,14.942,0.068,42.998084,-78.878256
14167,97561269,9927,37.669,0.004,42.750156,-78.324604
14168,102648,0,0.04,0,42.520385,-78.990541
14169,798188,0,0.308,0,42.766144,-78.523698
14170,31925265,140096,12.326,0.054,42.700245,-78.674307
14171,132068925,441497,50.992,0.17,42.424674,-78.649832
14172,63789249,5328476,24.629,2.057,43.272672,-78.812943
14173,1499230,0,0.579,0,42.525971,-78.473102
14174,63268229,8503023,24.428,3.283,43.249139,-78.998325
14201,2651866,160385,1.024,0.062,42.89606,-78.886424
14202,2175641,999853,0.84,0.386,42.881489,-78.877477
14203,6853895,3020638,2.646,1.166,42.869213,-78.869813
14204,4652708,0,1.796,0,42.882138,-78.861325
14206,12549357,16234,4.845,0.006,42.880078,-78.810469
14207,10107674,48504,3.903,0.019,42.951932,-78.898883
14208,3515101,5623,1.357,0.002,42.91589,-78.853098
14209,2370199,0,0.915,0,42.913954,-78.866027
14210,8301518,324608,3.205,0.125,42.862657,-78.828768
14211,10488145,17591,4.049,0.007,42.90629,-78.819956
14212,4933407,0,1.905,0,42.894211,-78.820173
14213,5840355,294144,2.255,0.114,42.918097,-78.892406
14214,7456403,0,2.879,0,42.93964,-78.840689
14215,12725909,0,4.914,0,42.935288,-78.810645
14216,7179425,105582,2.772,0.041,42.949615,-78.861119
14217,8321920,0,3.213,0,42.971876,-78.876869
14218,21153640,965351,8.167,0.373,42.819372,-78.830952
14219,18210703,855940,7.031,0.33,42.788675,-78.826431
14220,9850778,152682,3.803,0.059,42.845738,-78.822076
14221,59565676,65083,22.998,0.025,42.984481,-78.722761
14222,3317261,0,1.281,0,42.919893,-78.876951
14223,8889742,0,3.432,0,42.973452,-78.846201
14224,52539460,140925,20.286,0.054,42.837826,-78.747935
14225,30671436,105687,11.842,0.041,42.928749,-78.752464
14226,17918302,3829,6.918,0.001,42.971014,-78.796455
14227,22365482,40835,8.635,0.016,42.886909,-78.730563
14228,40947303,714850,15.81,0.276,43.044371,-78.777335
14261,3027811,93954,1.169,0.036,43.007708,-78.791456
14301,4330450,0,1.672,0,43.095821,-79.040407
14302,35992,0,0.014,0,43.093896,-79.049193
14303,6362273,0,2.456,0,43.084976,-79.038403
14304,57462770,0,22.187,0,43.099407,-78.951983
14305,21263040,112763,8.21,0.044,43.122831,-79.023218
14411,293400833,886715,113.283,0.342,43.235972,-78.216477
14414,101798520,143170,39.305,0.055,42.890961,-77.743757
14415,3760958,0,1.452,0,42.755495,-77.017084
14416,96427168,240617,37.231,0.093,43.082693,-77.980115
14418,96770751,104512,37.363,0.04,42.60443,-77.216428
14420,156863529,406718,60.565,0.157,43.211739,-77.934564
14422,88109073,221767,34.019,0.086,43.084761,-78.066965
14423,130733264,649857,50.476,0.251,42.933948,-77.821103
14424,329349358,435681,127.163,0.168,42.856695,-77.303277
14425,48376902,0,18.678,0,42.991514,-77.33802
14427,78231719,1306953,30.205,0.505,42.621589,-78.053905
14428,132442743,925016,51.136,0.357,43.080517,-77.853568
14432,100072291,0,38.638,0,42.957391,-77.143523
14433,171381956,827552,66.171,0.32,43.082126,-76.877598
14435,94886813,19531,36.636,0.008,42.712552,-77.663312
14437,321419915,142090,124.101,0.055,42.57474,-77.736663
14441,908444,14641,0.351,0.006,42.68461,-76.957603
14445,4908116,19934,1.895,0.008,43.113062,-77.490306
14450,82389913,770947,31.811,0.298,43.09267,-77.421086
14454,131114262,50464,50.624,0.019,42.797774,-77.774638
14456,202043478,450696,78.009,0.174,42.847695,-76.998972
14462,31032586,0,11.982,0,42.686534,-77.751115
14464,79400516,1647299,30.657,0.636,43.327049,-77.932163
14466,44610412,0,17.224,0,42.776517,-77.581042
14467,27903278,675924,10.774,0.261,43.036372,-77.612047
14468,137464928,7461607,53.076,2.881,43.293956,-77.802049
14469,170823224,198566,65.955,0.077,42.877919,-77.471014
14470,166044624,102380,64.11,0.04,43.205212,-78.057685
14471,70268529,0,27.131,0,42.753761,-77.492189
14472,113214056,758886,43.712,0.293,42.966819,-77.575134
14475,3951641,0,1.526,0,42.937819,-77.498297
14476,64202211,88356,24.789,0.034,43.329379,-78.0428
14477,67798694,304764,26.177,0.118,43.333129,-78.140393
14478,30311215,0,11.703,0,42.577823,-77.126322
14479,3833266,0,1.48,0,43.236262,-78.313775
14480,3351846,41273,1.294,0.016,42.838482,-77.710342
14481,61560921,0,23.769,0,42.761795,-77.921452
14482,151540144,327396,58.51,0.126,42.978904,-77.971534
14485,91547809,117186,35.347,0.045,42.882635,-77.601026
14486,14590481,0,5.633,0,42.89428,-77.921587
14487,86513792,0,33.403,0,42.811758,-77.636006
14489,175219860,1089524,67.653,0.421,43.088381,-76.994347
14502,96609854,543100,37.301,0.21,43.096594,-77.335388
14504,2946896,0,1.138,0,42.968981,-77.231501
14505,102573461,266736,39.604,0.103,43.159419,-77.168961
14506,7462166,10676,2.881,0.004,43.005511,-77.516656
14507,84757383,96352,32.725,0.037,42.684916,-77.254886
14510,181085398,286761,69.917,0.111,42.68301,-77.869009
14511,5985377,107585,2.311,0.042,42.999374,-77.89179
14512,266149811,174,102.761,0,42.645241,-77.39977
14513,121481112,637568,46.904,0.246,43.086308,-77.092116
14514,9695433,32188,3.743,0.012,43.109961,-77.81493
14516,73362401,4654595,28.325,1.797,43.201328,-76.919338
14517,88409297,0,34.135,0,42.592426,-77.895852
14519,105646353,223366,40.79,0.086,43.233972,-77.314631
14521,97891590,53353,37.796,0.021,42.676642,-76.805003
14522,121240710,260025,46.811,0.1,43.061905,-77.221976
14525,118117568,205007,45.605,0.079,42.877513,-78.013345
14526,43331417,96665,16.73,0.037,43.151464,-77.444396
14527,350773847,303375,135.435,0.117,42.665508,-77.066309
14529,1010136,0,0.39,0,42.539976,-77.6381
14530,127684392,1046392,49.299,0.404,42.73991,-77.998746
14532,105265093,891910,40.643,0.344,42.964101,-77.032088
14533,83234842,19315,32.137,0.007,42.838808,-77.888751
14534,83782592,729522,32.349,0.282,43.05689,-77.521042
14536,47193470,425181,18.222,0.164,42.543975,-78.083671
14537,876091,0,0.338,0,43.035808,-77.163201
14539,548223,0,0.212,0,42.834499,-77.874751
